Applicant_Name,Sector,Patent_Families,First_Year,Last_Year,Person_IDs,Rank,Family_ID_List
GUANGZHOU ARTSON LIGHTING TECHNOLOGY COMPANY,Company,1,2022,2022,1,4283,[84400383]
GUANGZHOU BOFA ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2017,2017,1,4284,[60077194]
GUANGZHOU CANGYI TECHNOLOGY COMPANY,Company,1,2017,2017,1,4285,[60147684]
"GUANGZHOU CANLIANJIANG MEDICAL EQUIPMENT CO., LTD.",Healthcare/Hospital,1,2021,2021,1,4286,[80980584]
GUANGZHOU CHENGQUAN WATER TECHNOLOGY COMPANY,Company,1,2016,2016,1,4287,[58574867]
GUANGZHOU CHINA HAN ORAL PRODUCTS COMPANY,Company,1,2017,2017,1,4288,[61872042]
GUANGZHOU DA-CHEN SEIKO ELECTRONIC & TECHNOLOGY COMPANY,Company,1,2017,2017,1,4289,[62418463]
GUANGXI NABAO ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2019,2019,1,4290,[67576378]
GUANGXI NANDAN NANFANG METAL COMPANY,Company,1,2023,2023,1,4291,[87399660]
GUANGXI NANNING YIYUNLU ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2018,2018,2,4292,[65160581]
GUANGXI RESEARCH INSTITUTE OF CHEMICAL INDUSTRY,Government/Non-Profit,1,2008,2008,1,4293,[40112715]
GUANGXI UNIVERSITY OF SCIENCE AND TECHNOLOGY,University,1,2021,2021,1,4294,[79460851]
GUANGXI YINYI ADVANCED MATERIAL COMPANY,Company,1,2021,2021,1,4295,[78425860]
GUANGXI YUCHAI MACHINERY COMPANY,Company,1,2023,2023,1,4296,[91363093]
GUANGYUAN HAITIAN INDUSTRY COMPANY,Company,1,2018,2018,1,4297,[63219874]
HUANENG JILIN POWER GENERATION COMPANY,Company,1,2020,2020,1,4298,[74913967]
HUANENG JINGMEN THERMAL POWER COMPANY,Company,1,2022,2022,1,4299,[84824974]
HUANENG LANCANG RIVER HYDROPOWER COMPANY,Company,1,2022,2022,1,4300,[85339838]
HUANENG LONGDONG ENERGY COMPANY,Company,1,2021,2021,1,4301,[82366162]
HUANENG LUOYUAN POWER GENERATION COMPANY,Company,1,2023,2023,1,4302,[90488952]
GUANGXI GUILIU CHEMICAL COMPANY,Company,1,2013,2013,1,4303,[50045005]
"GUANGXI GUILIU NEW MATERIAL CO., LTD.",Company,1,2022,2022,1,4304,[83260485]
"GUANGXI KUNJIN SMELTING CO., LTD.",Company,1,2023,2023,1,4305,[92620089]
"HUANG, SHA",Individual,1,2019,2019,1,4306,[68032199]
"HUANG, YAO-HUI",Individual,1,2005,2005,1,4307,[57910906]
"HUANG, ZHAO-MIM",Individual,1,2011,2011,1,4308,[45024333]
HUANGGANG GROVE HYDROGEN AUTOMOTIVE COMPANY,Company,1,2021,2021,1,4309,[77472573]
HUAQI ENVIRONMENT PROTECTION SCIENCE AND TECHNOLOGY COMPANY,Company,1,2014,2014,1,4310,[51446065]
HUAQIN SCIENCE AND TECHNOLOGY INDUSTRY COMPANY,Company,1,2005,2005,1,4311,[35718361]
HUARONG CHEMICAL COMPANY,Company,1,2020,2020,1,4312,[73287689]
"HUATANG TIMES TECHNOLOGY (FUJIAN) CO., LTD.",Company,1,2023,2023,1,4313,[86589382]
HUANG YANMIN,Individual,1,2018,2018,1,4314,[67195755]
HUANG YILONG,Individual,1,2023,2023,1,4315,[93609435]
HUANG ZHAOMING,Individual,1,2011,2011,1,4316,[45024333]
HUANG ZHUQING,Individual,1,2018,2018,1,4317,[67929899]
"HUANG, CHIN-CHEN",Individual,1,2008,2008,1,4318,[52727522]
"HUANG, KUO-FONG",Individual,1,2008,2008,4,4319,[40445151]
"HUANG, LIN HSIANG",Individual,1,2016,2016,1,4320,[59254397]
"HUANG, QUNJIAN",Individual,1,2011,2011,1,4321,[46604571]
HUANG MANKANG,Individual,1,2020,2020,1,4322,[74437527]
HUANG MINGKUN,Company,1,2022,2022,1,4323,[82232223]
HUANG TIANQI,Company,1,2021,2021,1,4324,[79385698]
HUANG WEIDONG,Individual,1,2010,2010,1,4325,[45822696]
HUANG XIAOBIN,Individual,1,2022,2022,1,4326,[84468634]
HUANG XIAOYUN,Individual,1,2013,2013,1,4327,[49690619]
HUANG XIN,Individual,1,2020,2020,1,4328,[73965127]
HUANG XUANDONG,Individual,1,2009,2009,1,4329,[41474454]
HUANG BANGYI,Individual,1,2023,2023,1,4330,[87064362]
HUANG FEILING,Individual,1,2015,2015,1,4331,[57340102]
HUANG FUCHENG,Individual,1,2008,2008,1,4332,[40681902]
HUANG JIANCHAO,Individual,1,2006,2006,1,4333,[38347998]
HUANG JIE,Individual,1,2018,2018,1,4334,[64782733]
HUANG JINZE,Individual,1,2022,2022,1,4335,[83393045]
HUANG LE,Individual,1,2015,2015,1,4336,[53945422]
HUANG LINXIANG,Individual,1,2017,2017,1,4337,[59391025]
HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY EZHOU INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,University,1,2018,2018,1,4338,[65544689]
HUBEI BAOLINGHUA ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2017,2017,1,4339,[59463515]
"HUBEI ELECTRIC POWER PLANNING AND DESIGN INSTITUTE CO., LTD.",Company,1,2023,2023,1,4340,[89784924]
HUBEI FUTIAN HEALTH PRESERVING AND HEALTH CARE COMPANY,Company,1,2019,2019,1,4341,[70896617]
"HUBEI HOUSHUI TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2023,2023,1,4342,[88953378]
HUBEI HUDELAI ENERGY CONSERVATION AND EMISSION REDUCTION SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,4343,[81014322]
"HUBEI HYDROGEN ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4344,[89327795]
HUBEI JIANGCHENG LABORATORY,Research Institution,1,2022,2022,1,4345,[82979587]
GUANGDONG ZHONGMO TECHNOLOGY COMPANY,Company,1,2020,2020,1,4346,[74714488]
GUANGDONG ZHUO JIAN INDUSTRIAL GROUP COMPANY,Company,1,2018,2018,1,4347,[64148229]
GUANGHAN BACHUAN SCHOOL,Company,1,2022,2022,1,4348,[85568661]
GUANGODNG YIKANGSHENG ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2017,2017,1,4349,[62373598]
GUANGXI ACADEMY OF SCIENCES,Government/Non-Profit,1,2020,2020,1,4350,[72564162]
"GUANGXI DAXIONGYING TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4351,[85940216]
GUANGXI DIKAI SCIENCE & TECHNOLOGY COMPANY,Company,1,2010,2010,1,4352,[45457736]
HUAZHONG NORMAL UNIVERSITY,University,1,2022,2022,1,4353,[86201641]
GUANGDONG WTEYA ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2023,2023,1,4354,[88642286]
GUANGDONG XINGUOTAI TECHNOLOGY COMPANY,Company,1,2015,2015,1,4355,[55007069]
GUANGDONG XINHUA ENVIRONMENTAL SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,4356,[80541134]
"GUANGDONG XINWEN ENERGY CONTROL TECHNOLOGY RESEARCH CO., LTD.",Research Institution,1,2023,2023,1,4357,[87948024]
GUANGDONG YIHONGYUAN TECHNOLOGY COMPANY,Company,1,2016,2016,1,4358,[59022596]
GUANGDONG YIKANGSHENG ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2017,2017,1,4359,[60228111]
"GUANGDONG ZHONGJIAN MEDICAL INSTRUMENT CO., LTD.",Healthcare/Hospital,1,2022,2022,1,4360,[82546331]
"GUANGDONG ZHONGKE HYDROGEN SOURCE TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4361,[93342360]
"HUAWEI DIGITAL ENERGY TECHNOLOGIES CO., LTD.",Company,1,2022,2022,1,4362,[84851271]
HUAXIANG XIANGNENG TECHNOLOGY COMPANY,Company,1,2021,2021,1,4363,[76112404]
"HUAYAN (SHENZHEN) NEW ENERGY TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2020,2020,1,4364,[76522442]
HUAYI ELECTRONIC SCIENCE AND TECHNOLOGY LIMITED COMPANY IN JIANGSU ERA,Company,1,2021,2021,1,4365,[81228069]
GUANGDONG VANWARD NEW ELECTRIC COMPANY,Company,1,2021,2021,1,4366,[79720828]
"GUANGDONG WANHE NEW ELECTRICITY CO., LTD.",Company,1,2021,2021,1,4367,[81463058]
"GUANGDONG WENYANG ENVIRONMENTAL TECHNOLOGY CO., LTD",Company,1,2021,2021,1,4368,[76719930]
GUANGDONG WOTAI ENVIRONMENTAL PROTECTION COMPANY,Company,1,2021,2021,1,4369,[81466134]
HUIHO ENV SHENZHEN COMPANY,Company,1,2019,2019,1,4370,[72015249]
HUIZHOU EVE ENERGY COMPANY,Company,1,2018,2018,1,4371,[65663256]
HUIZHOU THERMAL POWER BRANCH OF CHINA SHENHUA ENERGY COMPANY LIMITED,Company,1,2021,2021,1,4372,[79471577]
HUIZHOU UNIVERSITY,University,1,2022,2022,1,4373,[86273223]
HUIZHOU XINLONG ENVIRONMENT SERVICES COMPANY,Company,1,2017,2017,1,4374,[60114769]
HUJBER OTTO,Company,1,2021,2021,1,4375,[89993427]
HULUNBUIR HAILAER METEOROLOGICAL BUREAU,Company,1,2023,2023,1,4376,[92695172]
"HUMAN, JAN PETERUS",Individual,1,2018,2018,1,4377,[67548852]
"HUDA, AMJIAD",Individual,1,2010,2010,1,4378,[44649815]
"HUDON, GUILLAUME",Individual,1,2008,2008,2,4379,[41090444]
HUDONG-ZHONGHUA SHIPBUILDING (GROUP) COMPANY,Company,1,2019,2019,1,4380,[69728899]
HUDSON CHARLES,Individual,1,2014,2014,2,4381,[55525332]
HUETTENBERGER PRODUKTIONSTECHNIK MARTIN,Company,1,2005,2005,2,4382,[37223617]
"HUGHES, WILLIAM JAMES",Individual,1,2004,2004,1,4383,[34861826]
HUI XIAOFENG,Company,1,2023,2023,1,4384,[91981704]
HUIAN JINJIANDA ELECTRONIC TECHNOLOGY COMPANY,Company,1,2018,2018,1,4385,[67688879]
HUBEI XINGFA CHEMICALS GROUP COMPANY,Company,1,2017,2017,1,4386,[62548316]
HUBEI XINGHUO CHEMICAL COMPANY,Company,1,2015,2015,1,4387,[54493150]
HUBEI YONGSHAO POLYTRON TECHNOLOGIES,Company,1,2020,2020,1,4388,[71168728]
"HUBEI YUYANG WATER ENGINEERING CO., LTD.",Company,1,2023,2023,1,4389,[89417478]
"HUBEI ZHONGHE LIANXIN ENVIRONMENTAL PROTECTION CO., LTD.",Company,1,2022,2022,1,4390,[83250925]
"HUBEI ZHONGHUI YUELAI BEVERAGE TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4391,[90811955]
HUBEI ZHUOXI FLUOROCHEMICAL COMPANY,Company,1,2020,2020,1,4392,[75285862]
"HUBER, GUENTHER",Individual,1,2009,2009,2,4393,[42272228]
"HUBEI JINGDI TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4394,[86531776]
"HUBEI KUHUA HUAI CHEMICAL CO., LTD.",Company,1,2021,2021,1,4395,[81509298]
HUBEI SAGREON NEW ENERGY TECHNOLOGY COMPANY,Company,1,2022,2022,1,4396,[82168157]
HUBEI SHANSHUI CHEMICAL COMPANY,Company,1,2021,2021,1,4397,[78888010]
"HUBEI SHIJI ZHUOLIN TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4398,[83034693]
"HUBEI SINOPHORUS ELECTRONIC MATERIALS CO., LTD.",Company,1,2023,2023,1,4399,[90256842]
HUBEI UNIVERSITY OF ARTS AND SCIENCE,University,1,2023,2023,1,4400,[90698162]
HUBEI UNIVERSITY OF TECHNOLOGY,University,1,2022,2022,1,4401,[82173515]
HUNAN TAIYANG NEW MATERIAL COMPANY,Company,1,2009,2009,1,4402,[42092994]
HUNAN UNIVERSITY OF COMMERCE,University,1,2017,2017,1,4403,[59567092]
HUNAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,University,1,2018,2018,1,4404,[64807681]
HUNAN UNIVERSITY SHENZHEN RESEARCH INSTITUTE,University,1,2022,2022,1,4405,[82274612]
HUNAN VARY TECH COMPANY,Company,1,2012,2012,1,4406,[46989169]
HUNAN WATER CONSERVANCY AND HYDROPOWER OCCUPATIONAL TECHNOLOGY COLLEGE,University,1,2021,2021,1,4407,[81739313]
"HUNAN XINGHUAI NEW MATERIAL TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4408,[87687251]
GUANGDONG NUOJIANG HEALTH TECHNOLOGY COMPANY,Company,1,2022,2022,1,4409,[83909025]
HUNAN JIN YI ENVIRONMENTAL PROTECTION COMPANY,Company,1,2019,2019,1,4410,[76161717]
HUNAN LONGYI TECHNOLOGY COMPANY,Company,1,2019,2019,1,4411,[74330154]
HUNAN MODERN ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2020,2020,1,4412,[74395998]
HUNAN NEW WELLLINK ADVANCED METALLIC MATERIAL COMPANY,Company,1,2019,2019,1,4413,[67924367]
HUNAN RUIHUAN ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2017,2017,1,4414,[58861407]
"HUNAN RUNZE NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4415,[90704217]
HUNAN SANXIAN 4 SEAWATER AFFAIR LIMITED COMPANY,Company,1,2021,2021,1,4416,[81237568]
HUNAN SHUIMU TECHNOLOGY COMPANY,Company,1,2013,2013,1,4417,[48632488]
HUNAN FANGU NEW ENERGY TECH COMPANY,Company,1,2020,2020,1,4418,[75053077]
HUNAN FORLONG ADVANCED MATERIALS COMPANY,Company,1,2019,2019,1,4419,[66900888]
HUNAN FULONGJIANG SUPERHARD MATERIAL COMPANY,Company,1,2009,2009,1,4420,[41093825]
HUNAN GEELY AUTOMOBILE COMPONENTS COMPANY,Company,1,2012,2012,1,4421,[48413324]
HUNAN GOLDSKY ALUMINUM INDUSTRY HIGH-TECH COMPANY,Company,1,2022,2022,1,4422,[85989394]
HUNAN GUANGSHENGYUAN MEDICAL TECHNOLOGY COMPANY,Company,1,2020,2020,1,4423,[72924941]
"HUNAN HEALTH WATER TREATMENT EQUIPMENT CO., LTD.",Healthcare/Hospital,1,2020,2020,1,4424,[76659657]
HUNAN HYDROGEN ERA ENERGY TECHNOLOGY COMPANY,Company,1,2016,2016,1,4425,[59317830]
HUMBERT JACQUES PAUL MARIE,Individual,1,2007,2007,1,4426,[38834970]
HUNAN AILITE ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2017,2017,1,4427,[61795467]
HUNAN BIDE CHEMICAL TECHNOLOGY COMPANY,Company,1,2019,2019,1,4428,[69114152]
HUNAN BOMEM SOURCE ELECTROMECHANICAL EQUIPMENT LIMITED COMPANY,Company,1,2022,2022,1,4429,[81027961]
HUNAN BOPULI MATERIAL TECHNOLOGY COMPANY,Company,1,2017,2017,1,4430,[61681922]
HUNAN BOSSCO ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2016,2016,1,4431,[62004542]
"HUNAN BOYIYUAN ELECTROMECHANICAL EQUIPMENT CO., LTD.",Company,1,2021,2021,1,4432,[77682328]
HUNAN DIYA ENVIRONMENTAL ENGINEERING COMPANY,Company,1,2014,2014,1,4433,[52536253]
HUNAN YONKER ENVIRONMENTAL PROTECTION INSTITUTE COMPANY,Government/Non-Profit,1,2015,2015,1,4434,[55599361]
HUNAN YONKER WATER COMPANY,Company,1,2016,2016,1,4435,[56350900]
HUNAN ZAOCHEN NANO ROBOT COMPANY,Company,1,2019,2019,1,4436,[72381187]
HUNAN ZHENQING PHARMACEUTICAL GROUP COMPANY,Company,1,2019,2019,1,4437,[69973430]
HUNAN ZHONGHE GAS COMPANY,Company,1,2019,2019,1,4438,[67898458]
HUNAN ZHONGMAO BIOTECHNOLOGY COMPANY,Company,1,2018,2018,1,4439,[65187240]
"HUNAN ZIXIAO NEW MATERIAL CO., LTD.",Company,1,2022,2022,1,4440,[85668226]
HUNG CHANG COMPANY,Company,1,2001,2001,1,4441,[19709185]
GUANGDONG SHUNDE NEW ZEQUAN ENERGY-SAVING DEVICE COMPANY,Company,1,2023,2023,1,4442,[88236091]
"GUANGDONG SONGSHENG TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4443,[90264388]
GUANGDONG SOYOU ELECTRONIC INDUSTRY LIMITED COMPANY,Company,1,2021,2021,1,4444,[80973388]
"GUANGDONG STEREO GARAGE EQUIPMENT CO., LTD.",Company,1,2023,2023,1,4445,[89225977]
GUANGDONG SUOFU ELECTRONIC INDUSTRIAL COMPANY,Company,1,2021,2021,1,4446,[79549537]
GUANGDONG SUOYOU ELECTRONIC INDUSTRIAL COMPANY,Company,1,2022,2022,1,4447,[86295915]
GUANGDONG TIANKE FOOD RESEARCH INSTITUTE,Research Institution,1,2022,2022,1,4448,[84305508]
HUNAN YONKER ENVIRONMENTAL PROTECTION INSTITUTE COMPANY,Company,1,2016,2016,1,4449,[56350900]
"GUANGDONG QINGNENG RUILONG NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4450,[87851259]
"GUANGDONG QINGPENG ENERGY STORAGE TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4451,[85464516]
"GUANGDONG QINGSHIDAI HEALTH INDUSTRY TECHNOLOGY CO., LTD.",Healthcare/Hospital,1,2021,2021,1,4452,[79930610]
"GUANGDONG QINGSHUIYU AGRICULTURAL TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4453,[89547366]
GUANGDONG ROI TECHNOLOGY COMPANY,Company,1,2019,2019,1,4454,[66194155]
GUANGDONG SHENGDA CIRCULATION DAILY NECESSITIES COMPANY,Company,1,2018,2018,1,4455,[62808591]
GUANGDONG SHENGDA LIUTONG COMMODITY COMPANY,Company,1,2018,2018,1,4456,[62903978]
GUANGDONG SHENGDA LIUTONG DAILY NECESSITIES COMPANY,Company,1,2018,2018,1,4457,[62661595]
GUANGDONG O'MEET GROUP COMPANY,Company,1,2009,2009,1,4458,[42492003]
"GUANGDONG OULAI HI-TECH MATERIAL CO., LTD.",Company,1,2022,2022,1,4459,[84990959]
"GUANGDONG OULAIYIN TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4460,[84990959]
GUANGDONG POLYTECHNIC NORMAL UNIVERSITY,University,1,2021,2021,1,4461,[75928645]
GUANGDONG POWER DESIGN RESEARCH INSTITUTE LIMITED COMPANY OF CHINESE ENERGY CONSTRUCTION GROUP,Research Institution,1,2021,2021,1,4462,[80381177]
GUANGDONG PURUI TAIKE ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2018,2018,1,4463,[63988526]
"GUANGDONG QINGMEI YANMENG SMART HEALTH TECHNOLOGY CO., LTD.",Healthcare/Hospital,1,2023,2023,1,4464,[88656318]
"GUANGDONG QINGNENG NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,4465,[86740926]
HYDAC FILTERTECHNIK,Company,1,2022,2022,1,4466,[88558615]
HYDI IP,Company,1,2017,2017,1,4467,[66992405]
HYDORGHEN S.R.L.,Company,1,2021,2021,1,4468,[82837533]
"HYDRATHERMAL ENERGY, LLC",Individual,1,2021,2021,1,4469,[83603177]
"HYDRIS ECOTECH, S.L.",Company,1,2019,2019,1,4470,[75980412]
HYDRO BANK,Company,1,2016,2016,1,4471,[59852268]
HYDRO CELL SYSTEMS INTERNATIONAL,Company,1,2005,2005,1,4472,[36917009]
HYDRO HEALER,Company,1,2012,2012,2,4473,[50099168]
HWANG BOO-SUNG,Company,1,2008,2008,1,4474,[40757881]
"HWANG, SUNG GIL",Individual,1,2001,2001,1,4475,[19705478]
HY LABS,Company,1,2022,2022,1,4476,[85799488]
HY-DRIVING TECH COMPANY,Company,1,2002,2002,1,4477,[31954504]
HYBRIT DEVELOPMENT AB,Company,1,2020,2020,1,4478,[74875260]
HYBRIT Development AB,Company,1,2020,2020,3,4479,[74875260]
HYCLOR,Company,1,2018,2018,1,4480,[69159021]
HYCOGEN POWER,Company,1,2010,2010,2,4481,[47045838]
"HUTCHINGS, IAN MICHAEL",Individual,1,2011,2011,1,4482,[47191454]
"HUTURES CO., LTD.",Individual,1,2023,2023,1,4483,[86762687]
"HUZHOU CHANGXING QINGNIYA WATER INDUSTRY CO., LTD.",Company,1,2021,2021,1,4484,[79028094]
HUZHOU GUIGU INFORMATION TECHNOLOGY COMPANY,Company,1,2018,2018,1,4485,[63402838]
HUZHOU KANGLONG ELECTRONIC COMPANY,Company,1,2014,2014,1,4486,[52552378]
HUZHOU SENNUO MEMBRANE TECHNOLOGY ENGINEERING COMPANY,Company,1,2015,2015,1,4487,[54490167]
HUZHOU SHANGDE WATER TREATMENT EQUIPMENT COMPANY,Company,1,2014,2014,1,4488,[51461531]
HUZHOU YIKONG MEDICAL TECHNOLOGY COMPANY,Company,1,2020,2020,1,4489,[74532913]
"HUNG, CHING-WEN",Individual,1,2000,2000,1,4490,[21659290]
"HUNG, CHUNG-HSUANG",Individual,1,2011,2011,1,4491,[46925554]
HUNT ROBERT DANIEL,Company,1,2001,2001,1,4492,[25423283]
"HUNT, ROBERT, D.",Individual,1,2002,2002,2,4493,[30003197]
"HUNTLEY, CHRISTIAN ANDREW",Individual,1,2008,2008,1,4494,[41317918]
HUO LIHUA,Individual,1,2019,2019,1,4495,[67136149]
"HUOLI QINGYUAN (JIANGSU) BEVERAGE CO., LTD.",Company,1,2020,2020,1,4496,[77266111]
"HUTCHINGS, GREGORY S.",Individual,1,2014,2014,1,4497,[55067142]
GUANGDONG LICHEN AOWEI INDUSTRIAL COMPANY,Company,1,2018,2018,1,4498,[65079631]
GUANGDONG LIZI TECHNOLOGY COMPANY,Company,1,2021,2021,1,4499,[84271433]
"GUANGDONG LVFENG ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4500,[88012575]
GUANGDONG MIDEA ENVIRONMENT APPLIANCES MANUFACTURING COMPANY,Company,1,2018,2018,1,4501,[65825067]
GUANGDONG MIDEA WHITE ELECTRICAL APPLIANCE TECHNOLOGY INNOVATION CENTER COMPANY,Company,1,2019,2019,1,4502,[75588750]
"GUANGDONG MR. YANG ECO-AGRICULTURE CO., LTD.",Company,1,2021,2021,1,4503,[79407108]
HYDROGEN LIFT SWEDEN AB,Company,1,2022,2022,1,4504,[85462379]
HYDROGEN MOUNTAIN (BEIJING) HYDROGEN INTERNAL COMBUSTION ENGINE TECHNOLOGY RESEARCH INSTITUTE LIMITED COMPANY,Research Institution,1,2022,2022,1,4505,[81033735]
GUANGDONG JIADE ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2022,2022,1,4506,[83672137]
GUANGDONG JIANA ENERGY TECHNOLOGY COMPANY,Company,1,2018,2018,1,4507,[63197025]
"GUANGDONG JIAYI NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,4508,[88864018]
"GUANGDONG JIDIMA TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,4509,[80238610]
GUANGDONG JINGUANG HIGH-TECH COMPANY,Company,1,2019,2019,1,4510,[66119520]
"GUANGDONG JINWEIHONG TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,4511,[82195997]
"GUANGDONG KAWOLUO HOUSEHOLD APPLIANCES CO., LTD.",Company,1,2023,2023,1,4512,[87129992]
GUANGDONG LANGYAN TECHNOLOGY COMPANY,Company,1,2019,2019,1,4513,[66263263]
HYDROGEN ENGINE CENTER,Company,1,2015,2015,2,4514,[58051086]
HYDROGEN HUA (SHENZHEN) INDUSTRIAL DEVELOPMENT LIMITED COMPANY,Company,1,2022,2022,1,4515,[81549619]
"HYDROGEN HYDROGEN CO., LTD.",Company,1,2021,2021,1,4516,[84981598]
HYDROGEN INNNOVATIONS,Company,1,2004,2004,1,4517,[34860309]
GUANGDONG HUXING AIR LIQUEFACTION LIMITED COMPANY,Company,1,2021,2021,1,4518,[80613779]
GUANGDONG HYDROGEN AND NEW WATER PURIFICATION SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,4519,[80713710]
GUANGDONG IMAIZUMI ENERGY-SAVING EQUIPMENT COMPANY,Company,1,2022,2022,1,4520,[82874581]
GUANGDONG INDUSTRIAL UNIVERSITY,University,1,2022,2022,1,4521,[81782103]
HYDRO HEALTH,Company,1,2012,2012,1,4522,[48996842]
HYDRO KITS,Company,1,2008,2008,1,4523,[67217833]
HYDRO TECHNO HOLDINGS,Company,1,2018,2018,1,4524,[65995812]
HYDRO-LIFE,Company,1,2017,2017,1,4525,[65907984]
"HYDROGEN & INNOVATION, S.L.",Company,1,2022,2022,1,4526,[89117798]
HYDROGEN CENTURY SOURCE (ZHEJIANG) ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2022,2022,1,4527,[82143838]
HYDROGEN ENERGY & TECHNOLOGY RESEARCH,Company,1,2000,2000,1,4528,[19679943]
HYDROGEN ENGERGY & POWER LTD,Company,1,2021,2021,1,4529,[79163969]
HYSTER-YALE GROUP,Company,1,2018,2018,1,4530,[67617854]
HYTECH POWER,Company,1,2012,2012,2,4531,[49001474]
HYTING GMBH,Company,1,2021,2021,1,4532,[83319297]
HYTRONX TECHNOLOGIES,Company,1,2007,2007,3,4533,[40134898]
"HYUN, KWAN HAE",Individual,1,2008,2008,1,4534,[42367291]
HYUNDAI KEFICO CORPORATION,Company,1,2020,2020,1,4535,[81437615]
HYUNDAI STEEL COMPANY,Company,1,2012,2012,1,4536,[49632285]
HYUNDAIAQUATECH COMPANY,Company,1,2014,2014,1,4537,[55082280]
HYGENPOWER COMPANY,Company,1,2021,2021,1,4538,[78866731]
HYMETH AS,Company,1,2020,2020,1,4539,[69845284]
HYNERTECH COMPANY,Company,1,2017,2017,1,4540,[66227763]
HYNRY GMBH,Company,1,2021,2021,1,4541,[83319297]
HYOSUNG CORPORATION,Company,1,2005,2005,1,4542,[38354816]
HYROAD HYDROGEN SOLUTIONS,Company,1,2012,2012,1,4543,[49291440]
HYS ENERGY,Company,1,2016,2016,2,4544,[62195880]
HYSTAR AS,Company,1,2017,2017,4,4545,[64744918]
HYDROGENPRO ASA,Company,1,2021,2021,2,4546,[84981598]
HYDROSOL SOLUCIONES ENERGETICAS S.L.,Company,1,2016,2016,1,4547,[56973706]
HYDROSPIRE INC.,Company,1,2023,2023,1,4548,[91855624]
HYDROTEKNIKS GROUP HOLDING,Company,1,2013,2013,2,4549,[47988532]
HYDROWING,Company,1,2020,2020,1,4550,[71080306]
HYDROX ENERGY CORP,Company,1,2006,2006,1,4551,[38262122]
HYDROXY ENERGY,Company,1,2014,2014,3,4552,[55398546]
HYDVILLE SYSTEMS,Company,1,2011,2011,1,4553,[62487405]
"HYDROGEN POWER (HANGZHOU) TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,4554,[77816807]
HYDROGEN PRODUCTION ASSOCIATES,Company,1,2013,2013,1,4555,[49554533]
HYDROGEN SOLAR,Company,1,2005,2005,2,4556,[35686119]
"HYDROGEN WIND NEW POWER TECHNOLOGY (SUZHOU) CO., LTD.",Company,1,2022,2022,1,4557,[87881302]
"HYDROGEN, INC.",Individual,1,2021,2021,1,4558,[78771128]
HYDROGENELEC,Company,1,2010,2010,1,4559,[43016881]
HYDROGENICA CORPORATION,Company,1,2014,2014,5,4560,[51618945]
HYDROGENPARTNER,Company,1,2011,2011,1,4561,[46354460]
Hydorghen S.r.l.,Company,1,2021,2021,1,4562,[82837533]
"Hydris Ecotech, S.L.",Individual,1,2019,2019,1,4563,[75980412]
Hydrive APS,Company,1,2016,2016,1,4564,[60320844]
