Applicant_Name,Sector,Patent_Families,First_Year,Last_Year,Person_IDs,Rank,Family_ID_List
YANCHENG WANYANG AGRICULTURAL BY-PRODUCTS COMPANY,Company,1,2020,2020,1,12015,[75145641]
YANCHENG WEIYI ENERGY SAVING EQUIPMENT COMPANY,Company,1,2018,2018,1,12016,[67461685]
"YANEV, RUSLAN",Individual,1,2015,2015,1,12017,[58163267]
AOK GARAGE EQUIPMENT COMPANY,Company,1,2018,2018,1,12018,[68228810]
AOKI KAZUAKI,Individual,1,2003,2003,1,12019,[33530282]
AOKI KENJI,Individual,1,2008,2008,2,12020,[42225642]
"AOSAKI, HITOSHI",Individual,1,2005,2005,1,12021,[36740573]
YANGTZE UNIVERSITY,University,1,2018,2018,1,12022,[64539769]
YANGXIN HUIHONG NEW MATERIAL COMPANY,Company,1,2022,2022,1,12023,[82668701]
YANGZHOU CREATIVE ENERGY SCIENCE AND TECHNOLOGY (GUANGZHOU) LIMITED COMPANY,Company,1,2021,2021,1,12024,[80646150]
YANGZHOU MUSEN ELECTROMECHANICAL ENGINEERING COMPANY,Company,1,2023,2023,1,12025,[89134242]
"ANIMAL SCIENCE RESEARCH INSTITUTE, GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES",Government/Non-Profit,1,2023,2023,1,12026,[89058364]
"ANISZFELD, ROBERT",Individual,1,2006,2006,1,12027,[38956389]
ANKE SMART CITIES TECHNOLONGY (PRC) COMPANY,Company,1,2013,2013,1,12028,[49647489]
ANQING FENGYUAN CHEMICAL COMPANY,Company,1,2016,2016,1,12029,[56531586]
ANSTEEL GROUP BEIJING RESEARCH INSTITUTE COMPANY,Company,1,2023,2023,1,12030,[89129302]
ANTIBAC INTERNATIONAL COMPANY,Company,1,2014,2014,1,12031,[54429387]
ANTIBAC JAPAN,Company,1,2016,2016,1,12032,[61304281]
"ANXOLABEHERE-MALLART, ELODIE",Individual,1,2007,2007,1,12033,[39580229]
"ANHUI TOMORROW NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12034,[87790094]
ANHUI WANBEN ELECTRONIC TECHNOLOGY COMPANY,Company,1,2017,2017,1,12035,[62730650]
ANHUI XINHE FULI TECHNOLOGY COMPANY,Company,1,2017,2017,1,12036,[61093213]
ANHUI YANGHUAN ADDITIVE TECHNOLOGY COMPANY,Company,1,2019,2019,1,12037,[71399719]
ANHUI YOUSAI TECHNOLOGY COMPANY,Company,1,2023,2023,1,12038,[89273006]
"ANHUI YOUSHUI SCIENCE AND TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12039,[81669518]
"ANHUI YUNJING ENVIRONMENTAL EQUIPMENT CO., LTD.",Company,1,2023,2023,1,12040,[87207534]
ANHUI ZHONGNAN AIR DEFENCE WORKS PROTECTIVE EQUIPMENT COMPANY,Company,1,2022,2022,1,12041,[86084310]
"YANG, BING LIN",Individual,1,2006,2006,5,12042,[38894586]
"YANG, JUN KUNG",Individual,1,2013,2013,1,12043,[52570537]
YANG-CHEN LIN,Individual,1,2002,2002,2,12044,[29718720]
"YANGNENG (XIAMEN) TRADING CO., LTD.",Company,1,2000,2000,1,12045,[78397484]
"YANGTZE RIVER DELTA HEALTHY AGRICULTURAL INSTITUTE (ZHEJIANG) CO., LTD",Healthcare/Hospital,1,2021,2021,1,12046,[80482818]
YANGTZE RIVER DELTA INSTITUTE OF RESEARCH (HUZHOU) OF ELECTROTECHNICS UNIVERSITY,University,1,2021,2021,1,12047,[81098292]
YANGTZE RIVER DELTA RESEARCH INSTITUTE (HUZHOU) OF ELECTRONIC SCIENCE AND TECHNOLOGY UNIVERSITY,Research Institution,1,2023,2023,1,12048,[86967445]
"ANHUI SPACE GREEN ENERGY TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2022,2022,1,12049,[85026802]
"YAnachkov, Anani",Individual,1,2023,2023,1,12050,[89033730]
YE FAQI,Individual,1,2017,2017,1,12051,[59872048]
YE QIMENG,Individual,1,2020,2020,1,12052,[73269554]
YE QINGXIANG,Individual,1,2010,2010,1,12053,[46751665]
YE TAO,Individual,1,2021,2021,1,12054,[84996635]
YE ZHIGANG,Individual,1,2022,2022,1,12055,[85019503]
"YE, YI-TING",Individual,1,2021,2021,1,12056,[84996635]
"YEDA RESEARCH AND DEVELOPMENT CO., LTD.",Research Institution,1,2020,2020,1,12057,[76921058]
YAO SISHUI,Company,1,2023,2023,1,12058,[88070661]
"YAO, TSUNG PIN",Individual,1,2011,2011,1,12059,[45024333]
"YASHIRO, KEIJI",Individual,1,2003,2003,1,12060,[34631423]
YASKAWA ELECTRIC CORPORATION,Company,1,2003,2003,1,12061,[33024507]
YASUDA ISAMU,Individual,1,2010,2010,1,12062,[44673163]
YASUDA MITSUAKI,Individual,1,2007,2007,1,12063,[40359607]
"YATAMAN LEIATO, TIMOTHY IINUG MARK",Individual,1,2009,2009,1,12064,[43496181]
"YAZAWA, TAKASHI",Individual,1,2011,2011,1,12065,[47389485]
YANTAI JIETONG WATER TREATMENT TECHNOLOGY COMPANY,Company,1,2012,2012,1,12066,[47245489]
YANTAI MARCOPOLO ELECTRONIC TECHNOLOGY COMPANY,Company,1,2012,2012,1,12067,[46520904]
"YANTAI POWER PLANT, HUANENG SHANDONG POWER GENERATION CO., LTD.",Company,1,2023,2023,1,12068,[87121180]
"YANTAI SHENGKAILUN CHEMICAL TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12069,[89056918]
"YANTAI TAIHE NEW MATERIAL POLYMER NEW MATERIAL RESEARCH INSTITUTE CO., LTD.",Research Institution,1,2023,2023,1,12070,[89548421]
YANTAI TAIQING HYDROGEN ENERGY TECHNOLOGY COMPANY,Company,1,2016,2016,1,12071,[56795002]
YANTAI UNIVERSITY,University,1,2023,2023,1,12072,[88883228]
YANTAI YALUN RESTAURANT MANAGEMENT COMPANY,Company,1,2015,2015,1,12073,[54967933]
YANGZHOU MUSIC TRACK ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2022,2022,1,12074,[81865876]
YANGZHOU SHENGYANG ELECTRONICS COMPANY,Company,1,2016,2016,1,12075,[60223075]
YANGZHOU XIANGFA COMPREHENSIVE UTILIZATION OF RESOURCES,Company,1,2015,2015,1,12076,[55465000]
YANGZHOU XINHONG ELECTRON COMPANY,Company,1,2020,2020,1,12077,[74192045]
"YANGZHOU ZHONGQING RENEWABLE RESOURCES TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12078,[83675682]
YANJI EREA WATER PURIFIER MANUFACTURING COMPANY,Company,1,2013,2013,1,12079,[50223265]
YANTAI DONGDE INDUSTRIAL COMPANY,Company,1,2022,2022,1,12080,[83076638]
"YANTAI FUNCTIONAL WATER TREATMENT EQUIPMENT CO., LTD.",Company,1,2021,2021,1,12081,[75761885]
"ANHUI MINGTIAN NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12082,[78477088]
ANHUI NUOYE BIOLOGICAL ENGINEERING COMPANY,Company,1,2011,2011,1,12083,[45800199]
"ANHUI QINGHONG NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12084,[87865385]
"ANHUI QINGJI FUEL CELL EQUIPMENT CO., LTD.",Company,1,2022,2022,1,12085,[82934627]
ANHUI RUISIWEIER TECHNOLOGY COMPANY,Company,1,2021,2021,1,12086,[78310674]
YI PINGDE,Individual,1,2017,2017,1,12087,[62032483]
YI SHENGLONG,Individual,1,2016,2016,1,12088,[56805180]
"YI, HERMIN",Individual,1,2002,2002,1,12089,[29251182]
ANHUI HUAXING CHEMICAL INDUSTRY COMPANY,Company,1,2017,2017,1,12090,[61433636]
ANHUI HUITONG ENVIRONMENTAL SCIENCE & TECHNOLOGY COMPANY,Company,1,2009,2009,1,12091,[42146984]
ANHUI JIALI GAS COMPANY,Company,1,2019,2019,1,12092,[70589791]
"ANHUI JIGUO SHURONG INFORMATION TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12093,[89530978]
ANHUI JINMEI CARBON MATERIAL TECHNOLOGY DEVELOPMENT COMPANY,Company,1,2018,2018,1,12094,[63911788]
"ANHUI JUPENG EQUIPMENT TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12095,[90655529]
"ANHUI LIJIAN ZHENHUA ELECTRONIC TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12096,[80075204]
ANHUI LVJUREN ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2013,2013,1,12097,[50163976]
ANHUI HAIDE CHEMICAL TECHNOLOGY COMPANY,Company,1,2020,2020,1,12098,[73180004]
ANHUI HUABO RENEWABLE RESOURCES TECHNOLOGY COMPANY,Company,1,2022,2022,1,12099,[84507847]
ANHUI HUAERTAI CHEMICAL INDUSTRY COMPANY,Company,1,2019,2019,1,12100,[68720244]
ANHUI HUAINING CONCH CEMENT COMPANY,Company,1,2023,2023,1,12101,[89658105]
"ANHUI HUANXUAN MATERIAL TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12102,[85952858]
ANHUI HUAQI ENVIRONMENT PROTECTION TECHNOLOGY COMPANY,Company,1,2014,2014,1,12103,[50949398]
"ANHUI HUASHENG NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12104,[80290710]
ANHUI HUAXIN LEAD INDUSTRY GROUP COMPANY,Company,1,2016,2016,1,12105,[57187582]
YEFIM RISKIN,Individual,1,2016,2016,1,12106,[60330420]
YELLOW RIVER BASIN WATER ENVIRONMENT MONITORING CENTER,Government/Non-Profit,1,2007,2007,1,12107,[39258858]
"YEN, HSU-LIANG",Individual,1,2010,2010,1,12108,[50180105]
"YEO, WON TAE",Individual,1,2013,2013,1,12109,[50649366]
"YEO, YOUNG JIN",Individual,1,2012,2012,1,12110,[51123497]
"YERAZUNIS, WILLIAM S.",Individual,1,2005,2005,1,12111,[37496455]
YEROKHAU MIKALAI,Company,1,2018,2018,1,12112,[67587984]
YEUNGNAM EDUCATIONAL FOUNDATION,Government/Non-Profit,1,2003,2003,1,12113,[37373220]
YO JOGEN,Company,1,2000,2000,2,12114,[18634053]
"YOKOGAWA, TAKASHI",Individual,1,2014,2014,1,12115,[55591511]
YOKOI MASAYUKI,Individual,1,2010,2010,1,12116,[45772295]
YOKOZEKI KOICHI,Individual,1,2007,2007,1,12117,[40700349]
YONEKURA AKIMOTO,Company,1,2021,2021,1,12118,[85801910]
"YONEKURA, MASAAKI",Individual,1,2011,2011,2,12119,[46830465]
"YONG, SOON CHUL",Individual,1,2010,2010,1,12120,[45611458]
"YONGQING (JIANGSU) ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12121,[89742942]
YIWU RESEARCH INSTITUTE OF FUDAN UNIVERSITY,Research Institution,1,2023,2023,1,12122,[86960687]
"YIXIN SANNONG (SHENYANG) PETROCHEMICAL CO., LTD.",Company,1,2022,2022,1,12123,[85375995]
YIXING CITY KUNJIA ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2017,2017,1,12124,[58907588]
YIXING ENTRUSTECH ENVIRONMENTAL COMPANY,Company,1,2019,2019,1,12125,[73408702]
YIXING FANGJING CORPORATION,Company,1,2012,2012,1,12126,[46945703]
YIYANG HETIAN ELECTRONICS COMPANY,Company,1,2015,2015,1,12127,[54725346]
YIYANG KINGLON NEW MATERIALS COMPANY,Company,1,2012,2012,1,12128,[47970844]
YO HEIRIN,Individual,1,2006,2006,1,12129,[38894586]
YIN DIANLONG,Individual,1,2010,2010,1,12130,[44599065]
YIN HUAWEN,Individual,1,2010,2010,1,12131,[46037587]
YIN TAO,Individual,1,2011,2011,1,12132,[46665478]
"YIN, QIANG-SHENG",Individual,1,2014,2014,1,12133,[54851234]
YINLONG NEW ENERGY COMPANY,Company,1,2017,2017,1,12134,[63233479]
"YITUOFU ELECTRIC (SUZHOU) CO., LTD.",Company,1,2022,2022,1,12135,[83759980]
"YITZHAKI, DAN",Individual,1,2017,2017,2,12136,[62454756]
YIWEN ENVIRONMENTAL SCIENCE & TECHNOLOGY (GUANGZHOU) COMPANY,Company,1,2020,2020,1,12137,[71189627]
"YIBIN NANMU NANO TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12138,[87501363]
YIBIN TIANYUAN GROUP COMPANY,Company,1,2011,2011,1,12139,[47246013]
YICHANG HUMANWELL PHARMACEUTICAL COMPANY,Company,1,2017,2017,1,12140,[62319249]
"YICHANG JINXIAO HEYUAN GAS CO., LTD.",Company,1,2022,2022,1,12141,[83703011]
"YICHUAN COUNTY POWER SUPPLY COMPANY, STATE GRID HENAN ELECTRIC POWER COMPANY",Company,1,2021,2021,1,12142,[78309093]
"YIDIER CHANGFANG CONSTRUCTION CO., LTD.",Company,1,2021,2021,1,12143,[75659817]
YIDING (SHANGHAI) INFORMATION TECHNOLOGY COMPANY,Company,1,2020,2020,1,12144,[74336742]
"YIHE ZHIRUI BIOTECHNOLOGY (BEIJING) CO., LTD.",Company,1,2023,2023,1,12145,[88169146]
YOUNG-IL AN,Individual,1,2012,2012,1,12146,[49327816]
YOUNGHWA ENERGY COMPANY,Company,1,2012,2012,1,12147,[46143067]
YU BOLONG,Individual,1,2010,2010,1,12148,[44163672]
YU DAIAN,Individual,1,2007,2007,1,12149,[40037591]
YU HANG,Individual,1,2021,2021,1,12150,[80640729]
YU HAO,Individual,1,2003,2003,1,12151,[34344291]
YU JIANPING,Individual,1,2002,2002,1,12152,[33751746]
YU JIARUI,Individual,1,2014,2014,1,12153,[53360839]
"YOSHINAGA, NORIHIRO",Individual,1,2011,2011,1,12154,[46854497]
YOSHINO MASATO,Individual,1,2009,2009,2,12155,[42561679]
YOSHIOMI KONDOH,Individual,1,2002,2002,1,12156,[32500807]
"YOTSUZUKA, MUTSUMI",Individual,1,2002,2002,1,12157,[29545031]
"YOU, JAE CHURE",Individual,1,2006,2006,1,12158,[39419231]
"YOU, JUN-YI",Individual,1,2016,2016,1,12159,[59506716]
"YOU, WOO JUNG",Individual,1,2018,2018,1,12160,[67614023]
YOUNG WOO WATER LINE COMPANY,Company,1,2017,2017,1,12161,[65366764]
YOSHIDA HIDEO,Individual,1,2014,2014,5,12162,[55024725]
YOSHIDA JUNICHI,Individual,1,2007,2007,2,12163,[39759459]
YOSHIDA NAOHIRO,Individual,1,2002,2002,1,12164,[29244358]
YOSHIDA NOBUYOSHI,Individual,1,2010,2010,1,12165,[44708347]
YOSHIDA TETSUYA,Individual,1,2011,2011,1,12166,[46875373]
YOSHIKAWA AKIRA,Individual,1,2002,2002,1,12167,[32462614]
YOSHIKAWA YOSHITSUGU,Company,1,2023,2023,1,12168,[87799051]
"YOSHIMURA, KAZUKI",Individual,1,2014,2014,2,12169,[56150404]
YONGXIANG COMPANY,Company,1,2017,2017,1,12170,[60390513]
YONGZHOU CITY PRODUCT QUALITY SUPERVISION AND INSPECTION INSTITUTE,Government/Non-Profit,1,2018,2018,1,12171,[65182447]
YONGZHOU JIUXING CHEMICAL INDUSTRY COMPANY,Company,1,2006,2006,1,12172,[37816275]
"YONSEI UNIVERSITY, UNIVERSITY - INDUSTRY FOUNDATION(UIF)",University,1,2021,2021,3,12173,[84141427]
"YONSEI UNIVERSITY, UNIVERSITY – INDUSTRY FOUNDATION (UIF)",University,1,2021,2021,1,12174,[84141427]
"YOON, JONG TAE",Individual,1,2009,2009,1,12175,[43937209]
"YOON, MAL NO MI",Individual,1,2006,2006,1,12176,[39222224]
"YOON, SEUNG WON",Individual,1,2012,2012,1,12177,[50645855]
"YUHUAN BRANCH, HUANENG (ZHEJIANG) ENERGY DEVELOPMENT CO., LTD.",Company,1,2022,2022,1,12178,[83010043]
YUKUO KATAYAMA,Individual,1,2000,2000,1,12179,[18644237]
"YULIN YUSHEN INDUSTRIAL DISTRICT ENERGY TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2023,2023,1,12180,[89911488]
ANDERSON EVERETT,Company,1,2002,2002,1,12181,[31720274]
"ANDERSON, BRIAN, L.",Individual,1,2003,2003,1,12182,[32962073]
"ANDERSON, CHRISTOPHER M.",Individual,1,2003,2003,1,12183,[34591919]
"ANDERSON, KENNETH W.",Individual,1,2012,2012,1,12184,[49773498]
"ANDERSON, MARC A.",Individual,1,2011,2011,1,12185,[47260824]
YUAN XINGLI,Company,1,2021,2021,1,12186,[78699359]
YUAN ZHE,Individual,1,2004,2004,1,12187,[35035471]
YUAN ZHIHUA,Individual,1,2005,2005,1,12188,[38126022]
YUCHEN ADVANCED ENERGY MATERIALS & TECHNOLOGY WUXI COMPANY,Company,1,2011,2011,1,12189,[44577008]
YUE ZHIQIANG,Company,1,2023,2023,1,12190,[88030295]
YUEQING HEART BRAND ELECTRONIC TECHNOLOGY COMPANY,Company,1,2017,2017,1,12191,[61586333]
YUEQING WANGHAI ENERGY EQUIPMENT TECHNOLOGY COMPANY,Company,1,2016,2016,1,12192,[57154922]
YUEYANG GAOGUI NEW MATERIAL COMPANY,Company,1,2015,2015,1,12193,[58862950]
"YU, CHOONG CHOON",Individual,1,2013,2013,1,12194,[53516301]
"YU, CHUN-TE",Individual,1,2016,2016,1,12195,[59506716]
"YU, JE JIN",Individual,1,2009,2009,1,12196,[43009285]
"YU, JI-HAENG",Individual,1,2010,2010,2,12197,[45530294]
YUAN GUANGSHEN,Individual,1,2010,2010,1,12198,[45793214]
YUAN JIAZHEN,Individual,1,2007,2007,1,12199,[38807209]
YUAN WANDE,Individual,1,2013,2013,1,12200,[49278182]
YUAN WENCAI,Individual,1,2007,2007,1,12201,[39482605]
YU JIE,Individual,1,2012,2012,1,12202,[48079714]
YU JINING,Individual,1,2014,2014,1,12203,[51890240]
YU PENGFEI,Individual,1,2020,2020,1,12204,[71414179]
YU PING,Individual,1,2019,2019,1,12205,[68977070]
YU TAO,Company,1,2022,2022,1,12206,[83813236]
YU TING,Individual,1,2002,2002,1,12207,[33750349]
YU ZELING,Individual,1,2004,2004,1,12208,[36817928]
YU ZHENCHAO,Company,1,2022,2022,1,12209,[81371303]
"YUN, HYO SUNG",Individual,1,2007,2007,1,12210,[39397634]
"YUN, JANG SIK",Individual,1,2002,2002,1,12211,[32224153]
"YUN, JEONG HEUM",Individual,1,2016,2016,1,12212,[59760906]
YUNCHENG UNIVERSITY,University,1,2017,2017,1,12213,[62009888]
YUNIPPU,Company,1,2000,2000,1,12214,[32179033]
YUNMI INTERNET TECHNOLOGY (GUANGDONG) COMPANY,Company,1,2021,2021,1,12215,[82312070]
YUNNAN ALUMINIUM HAIXIN ALUMINIUM INDUSTRY COMPANY,Company,1,2019,2019,1,12216,[71473455]
YUNNAN CHIHONG ZINC & GERMANIUM COMPANY,Company,1,2022,2022,1,12217,[85355103]
ANHUI BERHUA HYDROGEN ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,12218,[80825168]
ANHUI BORUI ELECTRIC COMPANY,Company,1,2018,2018,1,12219,[68331709]
ANHUI CARLSON NEW MATERIAL TECHNOLOGY COMPANY,Company,1,2018,2018,1,12220,[64482962]
"ANHUI CHUANHU TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12221,[83832708]
ANHUI CHUNFENG ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2022,2022,1,12222,[83536095]
YUMEN CHANGYUAN MINING INDUSTRY COMPANY,Company,1,2020,2020,1,12223,[73182997]
YUN HONGXUAN,Company,1,2021,2021,1,12224,[79239032]
YUN TAI TECH ENTERPRISE COMPANY,Company,1,2019,2019,1,12225,[68317929]
ANGLO AMERICAN TECHNICAL & SUSTAINABILITY SERVICES,Company,1,2019,2019,2,12226,[68541208]
ANGLO AMERICAN TECHNICAL & SUSTAINABILITY SERVICES LIMITED,Company,1,2019,2019,1,12227,[68541208]
ANGLO AMERICAN TECHNICAL and SUSTAINABILITY SERVICES LIMITED,Company,1,2019,2019,1,12228,[68541208]
ANGSTROM (NANJING) NEW ENERGY COMPANY,Company,1,2019,2019,1,12229,[68957720]
ANGSTROM ADVANCED,Company,1,2018,2018,1,12230,[63216094]
ANHUI AGRICULTURAL UNIVERSITY,University,1,2022,2022,1,12231,[84424018]
ANHUI ANTE WASTE RECYCLING RESEARCH CENTER COMPANY,Company,1,2019,2019,1,12232,[70518492]
"ANHUI AOMA INTELLIGENT TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12233,[90338883]
"ANDERSON, MICHAEL",Individual,1,2008,2008,1,12234,[41503894]
ANDO EIICHI,Company,1,2002,2002,1,12235,[29417006]
ANDO HIDEO,Individual,1,2019,2019,1,12236,[74674598]
"ANDO, SHUHEI",Individual,1,2012,2012,1,12237,[49849706]
ANDOLFATTO FRANCOISE,Company,1,2000,2000,1,12238,[8845864]
"ANDRES, PHILIPP",Individual,1,2008,2008,2,12239,[42128151]
ANGANG HEAVY MACHINERY COMPANY,Company,1,2011,2011,1,12240,[48584388]
ANGELO AGRO,Individual,1,2018,2018,1,12241,[63014286]
"ZACHAR, ORON, DAVID",Individual,1,2004,2004,3,12242,[35446499]
"ZACOO CO., LTD.",Individual,1,2022,2022,1,12243,[83954725]
ZAGAJA JOHN,Company,1,2002,2002,1,12244,[31720274]
"ZAM SON CO., LTD.",Company,1,2020,2020,1,12245,[80936180]
"ZAMA, ISABELLA",Individual,1,2009,2009,2,12246,[41396436]
"ZAMBO, PAUL",Individual,1,2001,2001,3,12247,[9910004]
"ZAMORA BELVER, INMACULADA",Individual,1,2007,2007,1,12248,[42102828]
"ZANFIR, MONICA",Individual,1,2021,2021,1,12249,[86500822]
YUNNAN ZENENG TECHNOLOGY COMPANY,Company,1,2016,2016,1,12250,[58835317]
YURIN VALERIJ EVGENEVICH,Individual,1,2017,2017,1,12251,[60965414]
YUTAKA SHOJI,Company,1,2013,2013,3,12252,[52141912]
"YUYAO FUYUN ELECTRONIC TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12253,[86315356]
YUYAO MINGHUAN LAMPS COMPANY,Company,1,2018,2018,1,12254,[67873230]
"YUZHENYUAN MEDICAL EQUIPMENT (GUANGZHOU) CO., LTD.",Healthcare/Hospital,1,2023,2023,1,12255,[89336482]
YUZHOU WENSHU HONGSHENG SCHOOL,University,1,2018,2018,1,12256,[68593495]
"Yangtze Delta Region Institute of University of Electronic Science and Technology of China, Huzhou",University,1,2022,2022,1,12257,[84889056]
YUNNAN OPEN UNIVERSITY (YUNNAN NATIONAL DEFENSE INDUSTRY VOCATIONAL AND TECHNICAL COLLEGE),University,1,2023,2023,1,12258,[90353972]
YUNNAN POISED LIFE FOOD COMPANY,Company,1,2018,2018,1,12259,[64637766]
YUNNAN PURCHAOMACRO INTERNATIONAL GERMANIUM INDUSTRY LIMITED COMPANY,Government/Non-Profit,1,2021,2021,1,12260,[80764937]
YUNNAN PUYOUTE ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2020,2020,1,12261,[73298016]
YUNNAN TIANYE CHEMICAL COMPANY,Company,1,2019,2019,1,12262,[70253174]
YUNNAN TIN COMPANY,Company,1,2016,2016,1,12263,[56642601]
"YUNNAN YUNALUMING XINALUMING INDUSTRY CO., LTD.",Company,1,2021,2021,1,12264,[81757740]
YUNNAN YUNLV RUNXIN ALUMINIUM COMPANY,Company,1,2020,2020,1,12265,[74429531]
YUNNAN CHUNCHENG INDUSTRIAL GROUP COMPANY,Company,1,2012,2012,1,12266,[47761226]
YUNNAN DINGQI ENVIRONMENTAL TESTING COMPANY,Company,1,2015,2015,1,12267,[55571234]
YUNNAN ENERGY INVESTMENT CHEMICAL COMPANY,Company,1,2019,2019,1,12268,[70253174]
YUNNAN ENERGY RESEARCH INSTITUTE COMPANY,Company,1,2019,2019,1,12269,[71264360]
"YUNNAN GREEN ENVIRONMENT TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2023,2023,1,12270,[87052759]
YUNNAN HUADIAN INSPECTION DIVISION POWER GENERATION COMPANY,Company,1,2023,2023,1,12271,[89504232]
YUNNAN JINGCHUANG LIQUID METAL THERMAL CONTROL TECHNOLOGY DEVELOPMENT COMPANY,Company,1,2017,2017,1,12272,[61210887]
YUNNAN NEW BENEFICIAL NEW ENERGY LIMITED COMPANY,Company,1,2022,2022,1,12273,[81234527]
ZHAI XIAOJUN,Individual,1,2012,2012,1,12274,[50307063]
ZHAN GUANGQING,Individual,1,2002,2002,1,12275,[29742275]
ZHAN XIAOLING,Individual,1,2007,2007,1,12276,[40061040]
ZHAN ZHAOGUO,Individual,1,2000,2000,1,12277,[33571617]
ZHANG ANLIANG,Individual,1,2015,2015,1,12278,[53809501]
ZHANG BAOCHI,Individual,1,2008,2008,1,12279,[40034190]
ZHANG BIN,Individual,1,2015,2015,1,12280,[55323617]
ZHANG CHAO,Individual,1,2014,2014,1,12281,[55144372]
ZENTRUM FUER SONNENENERGIE- UND WASSERSTOFF-FORSCHUNG BADEN-WUERTTEMBERG GEMEINNUETZIGE STIFTUNG,Government/Non-Profit,1,2015,2015,3,12282,[57708554]
ZEON CORPORATION,Company,1,2016,2016,6,12283,[59273913]
ZEPOLY,Company,1,2004,2004,1,12284,[35907667]
ZERONIK JIRI,Individual,1,2011,2011,1,12285,[45047492]
ZERUN ENVIRONMENTAL TECHNOLOGY (GUANGDONG) COMPANY,Company,1,2022,2022,1,12286,[82225874]
"ZERVEAS, SOTIRIOS PANAGIOTI",Individual,1,2019,2019,1,12287,[75639568]
ZET,Company,1,2001,2001,1,12288,[18998707]
ZETTO,Company,1,2002,2002,1,12289,[27647320]
ZEMSKIJ DMITRIJ NIKOLAEVICH,Company,1,2002,2002,1,12290,[29777796]
ZENG GUANGWEN,Individual,1,2017,2017,1,12291,[61715176]
ZENG QIAN,Individual,1,2018,2018,1,12292,[65054875]
ZENG SHUYUAN,Individual,1,2020,2020,1,12293,[72926305]
ZENG XIANQUN,Individual,1,2021,2021,1,12294,[80809226]
"ZENG, KUI",Individual,1,2011,2011,1,12295,[48104710]
ZENON ACHILLIDES,Company,1,2009,2009,1,12296,[43297142]
ZENSHIN DENRYOKU ENGINEERING,Company,1,2002,2002,1,12297,[29539386]
ZAO EHKOLOGIJA,Company,1,2008,2008,1,12298,[42673597]
ZAOZHUANG CHEZHIJIE AUTOMOBILE EQUIPMENT TECHNOLOGY COMPANY,Company,1,2015,2015,1,12299,[55157961]
"ZAPPI, GUILLERMO, DANIEL",Individual,1,2008,2008,1,12300,[41317918]
"ZARNOCH, KENNETH, PAUL",Individual,1,2008,2008,1,12301,[41317918]
ZAROMB; SOLOMON,Individual,1,2008,2008,1,12302,[47999104]
"ZAVISKA, OLDRICH",Individual,1,2005,2005,1,12303,[36216828]
ZAVOD POLIMEROV KIROVO-CHEPETSKOGO KHIMICHESKOGO KOMBINATA (OOO ZAVOD POLIMEROV KCHKHK),Company,1,2006,2006,1,12304,[39266236]
ZDOBNIKOV ALEKSANDR EVGEN'EVICH,Individual,1,2009,2009,1,12305,[44734860]
AN YUKUN,Individual,1,2012,2012,1,12306,[47587554]
"AN, YOUNG IL",Individual,1,2012,2012,3,12307,[49327816]
"ANALYSIS OF SCIENTIFIC INSTRUMENT CO., LTD. SHANGHAI RUI",Company,1,2019,2019,1,12308,[68914857]
ZHANG HUISHU,Individual,1,2022,2022,1,12309,[83768005]
ZHANG JIANCHAO,Individual,1,2015,2015,1,12310,[54494620]
ZHANG JIANMIN,Individual,1,2018,2018,1,12311,[65929936]
ZHANG JIE,Individual,1,2008,2008,1,12312,[40190935]
ZHANG JIHUA,Individual,1,2009,2009,1,12313,[42409840]
AMANO CORPORATION,Company,1,2002,2002,1,12314,[29771626]
AMEL ALINA,Company,1,2021,2021,1,12315,[83189130]
AMEROL ENTERPRISES,Company,1,2010,2010,2,12316,[45890337]
AMINOV RASHID ZARIFOVICH,Individual,1,2011,2011,1,12317,[46936805]
